Time,Data Year,Data Month,Chesapeake Bay Monthly Mean Streamflow,Log10(Chesapeake Bay Monthly Mean Streamflow),min value,Log10(min value),25-percentile,Log10(25-percentile),75-percentile,Log10(75-percentile),max value,Log10(max value),Rank of Chesapeake Bay Monthly Mean Streamflow,Rank of Chesapeake Bay Annual Mean Streamflow,Chesapeake Bay Annual Mean Streamflow
392,1969,5,58900,4.7701152947871,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,72,-99,-99
393,1969,6,40400,4.60638136511061,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,69,-99,-99
394,1969,7,37400,4.57287160220048,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,40,-99,-99
395,1969,8,73400,4.86569605991607,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,6,-99,-99
396,1969,9,24900,4.39619934709574,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,44,-99,-99
397,1969,10,18400,4.26481782300954,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,78,79,54750
398,1969,11,45700,4.65991620006985,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,55,-99,-99
399,1969,12,64400,4.80888586735981,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,56,-99,-99
400,1970,1,65700,4.81756536955978,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,56,-99,-99
401,1970,2,135600,5.13225968953104,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,17,-99,-99
402,1970,3,100600,5.00259798071991,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,67,-99,-99
403,1970,4,230000,5.36172783601759,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,8,-99,-99
404,1970,5,78600,4.89542254603941,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,58,-99,-99
405,1970,6,40700,4.60959440922522,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,67,-99,-99
406,1970,7,42800,4.63144376901317,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,29,-99,-99
407,1970,8,26000,4.41497334797082,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,51,-99,-99
408,1970,9,18400,4.26481782300954,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,64,-99,-99
409,1970,10,29900,4.47567118832443,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,50,57,72333
410,1970,11,116500,5.06632592536204,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,8,-99,-99
411,1970,12,84300,4.92582757462474,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,39,-99,-99
412,1971,1,76700,4.88479536394898,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,49,-99,-99
413,1971,2,168500,5.22659990520736,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,7,-99,-99
414,1971,3,174200,5.24104815067164,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,23,-99,-99
415,1971,4,111600,5.04766419460156,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,54,-99,-99
416,1971,5,103700,5.01577875638904,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,40,-99,-99
417,1971,6,69600,4.84260923961056,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,28,-99,-99
418,1971,7,24400,4.38738982633873,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,68,-99,-99
419,1971,8,33900,4.53019969820308,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,36,-99,-99
420,1971,9,33300,4.52244423350632,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,26,-99,-99
421,1971,10,54800,4.73878055848437,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,21,26,85667
422,1971,11,49900,4.69810054562339,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,51,-99,-99
423,1971,12,112100,5.04960561259497,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,18,-99,-99
424,1972,1,85900,4.93399316383124,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,41,-99,-99
425,1972,2,110400,5.04296907339318,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,33,-99,-99
426,1972,3,192900,5.28533222764388,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,14,-99,-99
427,1972,4,163500,5.21351775699631,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,23,-99,-99
428,1972,5,149300,5.17405980772503,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,9,-99,-99
429,1972,6,342700,5.53491410442987,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,1,-99,-99
430,1972,7,120800,5.08206693428511,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,1,-99,-99
431,1972,8,45500,4.65801139665711,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,17,-99,-99
432,1972,9,22500,4.35218251811136,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,52,-99,-99
433,1972,10,59900,4.77742682238931,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,19,2,120917
434,1972,11,133900,5.12678057701201,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,5,-99,-99
435,1972,12,211400,5.32510498297141,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,2,-99,-99
436,1973,1,111200,5.04610478724604,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,24,-99,-99
437,1973,2,145700,5.16345955176999,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,14,-99,-99
438,1973,3,142300,5.15320490008428,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,43,-99,-99
439,1973,4,185300,5.2678754193189,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,16,-99,-99
440,1973,5,126300,5.10140335055533,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,25,-99,-99
441,1973,6,80100,4.90363251608424,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,19,-99,-99
442,1973,7,46000,4.66275783168157,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,22,-99,-99
443,1973,8,36600,4.56348108539441,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,29,-99,-99
444,1973,9,33000,4.51851393987789,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,25,-99,-99
445,1973,10,35700,4.55266821611219,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,39,8,109250
446,1973,11,53900,4.73158876518674,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,47,-99,-99
447,1973,12,176300,5.24625231229932,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,5,-99,-99
448,1974,1,154900,5.19005141775921,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,12,-99,-99
449,1974,2,94800,4.97680833733807,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,45,-99,-99
450,1974,3,113400,5.05461305455689,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,58,-99,-99
451,1974,4,161100,5.20709554041922,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,25,-99,-99
452,1974,5,82700,4.91750550955255,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,53,-99,-99
453,1974,6,57500,4.75966784468963,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,45,-99,-99
454,1974,7,42200,4.62531245096167,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,31,-99,-99
455,1974,8,29700,4.47275644931721,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,44,-99,-99
456,1974,9,49400,4.69372694892365,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,13,-99,-99
457,1974,10,25400,4.40483371661994,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,60,23,87667
458,1974,11,38900,4.58994960132571,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,60,-99,-99
459,1974,12,100600,5.00259798071991,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,27,-99,-99
460,1975,1,105400,5.02284061087653,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,25,-99,-99
461,1975,2,156100,5.19340290306242,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,10,-99,-99
462,1975,3,182200,5.26054837263698,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,18,-99,-99
463,1975,4,98500,4.99343623049761,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,65,-99,-99
464,1975,5,120600,5.08134730780413,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,29,-99,-99
465,1975,6,82200,4.91487181754005,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,16,-99,-99
466,1975,7,57100,4.75663610824585,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,14,-99,-99
467,1975,8,30700,4.48713837547719,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,42,-99,-99
468,1975,9,152500,5.18326984368281,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,4,-99,-99
469,1975,10,120700,5.08170727009735,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,6,16,95833
470,1975,11,77600,4.88986172125819,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,21,-99,-99
471,1975,12,68300,4.83442070368153,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,55,-99,-99
472,1976,1,123300,5.09096307659573,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,18,-99,-99
473,1976,2,157800,5.1981069988734,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,8,-99,-99
474,1976,3,108600,5.03582982525283,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,61,-99,-99
475,1976,4,86800,4.93851972517649,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,74,-99,-99
476,1976,5,60400,4.78103693862113,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,69,-99,-99
477,1976,6,76400,4.88309335857569,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,20,-99,-99
478,1976,7,44200,4.64542226934909,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,24,-99,-99
479,1976,8,35000,4.54406804435028,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,34,-99,-99
480,1976,9,24600,4.39093510710338,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,43,-99,-99
481,1976,10,174500,5.2417954312952,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,1,31,82000
482,1976,11,76600,4.8842287696326,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,25,-99,-99
483,1976,12,67800,4.83122969386706,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,54,-99,-99
484,1977,1,33900,4.53019969820308,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,80,-99,-99
485,1977,2,55400,4.74350976472843,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,79,-99,-99
486,1977,3,200200,5.3014640731433,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,13,-99,-99
487,1977,4,153500,5.18610837981321,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,32,-99,-99
488,1977,5,50500,4.70329137811866,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,82,-99,-99
489,1977,6,26200,4.41830129131975,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,82,-99,-99
490,1977,7,31600,4.4996870826184,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,54,-99,-99
491,1977,8,23900,4.37839790094814,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,54,-99,-99
492,1977,9,48000,4.68124123737559,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,14,-99,-99
493,1977,10,98800,4.99475694458763,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,10,38,78500
494,1977,11,125200,5.09760432887441,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,7,-99,-99
495,1977,12,155700,5.19228861256812,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,9,-99,-99
496,1978,1,176500,5.24674470972384,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,6,-99,-99
497,1978,2,76300,4.88252453795488,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,60,-99,-99
498,1978,3,223900,5.35005409357903,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,7,-99,-99
499,1978,4,153800,5.18695633546541,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,30,-99,-99
500,1978,5,169800,5.22993768590793,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,3,-99,-99
501,1978,6,54700,4.73798732633343,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,47,-99,-99
502,1978,7,39800,4.59988307207369,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,36,-99,-99
503,1978,8,45600,4.65896484266444,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,16,-99,-99
504,1978,9,25800,4.41161970596323,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,39,-99,-99
505,1978,10,22900,4.35983548233989,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,64,7,112333
506,1978,11,26600,4.42488163663107,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,75,-99,-99
507,1978,12,63100,4.80002935924413,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,57,-99,-99
508,1979,1,184800,5.26670196688409,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,5,-99,-99
509,1979,2,123100,5.09025805293132,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,25,-99,-99
510,1979,3,253300,5.40363518979055,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,3,-99,-99
511,1979,4,124500,5.09516935143176,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,49,-99,-99
512,1979,5,95300,4.97909290063833,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,45,-99,-99
513,1979,6,79500,4.90036712865647,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,18,-99,-99
514,1979,7,33500,4.52504480703685,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,50,-99,-99
515,1979,8,35900,4.55509444857832,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,30,-99,-99
516,1979,9,95000,4.97772360528885,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,8,-99,-99
517,1979,10,132700,5.12287092286444,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,2,17,94750
518,1979,11,108100,5.03382569395331,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,10,-99,-99
519,1979,12,86600,4.93751789201735,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,35,-99,-99
520,1980,1,89500,4.95182303531591,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,39,-99,-99
521,1980,2,44500,4.64836001098093,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,85,-99,-99
522,1980,3,149100,5.173477643453,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,38,-99,-99
523,1980,4,203900,5.30941722577814,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,11,-99,-99
524,1980,5,104800,5.02036128264771,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,38,-99,-99
525,1980,6,41800,4.62117628177504,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,65,-99,-99
526,1980,7,28100,4.44870631990508,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,59,-99,-99
527,1980,8,21600,4.33445375115093,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,60,-99,-99
528,1980,9,14000,4.14612803567824,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,78,-99,-99
529,1980,10,14800,4.17026171539496,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,82,27,85500
530,1980,11,26800,4.42813479402879,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,74,-99,-99
531,1980,12,31900,4.50379068305718,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,80,-99,-99
532,1981,1,17500,4.24303804868629,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,87,-99,-99
533,1981,2,150200,5.17666993266815,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,13,-99,-99
534,1981,3,61500,4.78887511577542,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,86,-99,-99
535,1981,4,71800,4.8561244442423,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,78,-99,-99
536,1981,5,79400,4.8998205024271,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,57,-99,-99
537,1981,6,69600,4.84260923961056,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,27,-99,-99
538,1981,7,35800,4.55388302664388,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,43,-99,-99
539,1981,8,20700,4.31597034545692,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,63,-99,-99
540,1981,9,22500,4.35218251811136,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,51,-99,-99
541,1981,10,36800,4.56584781867352,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,35,82,50333
542,1981,11,51800,4.71432975974523,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,49,-99,-99
543,1981,12,44800,4.65127801399814,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,69,-99,-99
544,1982,1,62500,4.79588001734408,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,63,-99,-99
545,1982,2,132400,5.12188798510368,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,20,-99,-99
546,1982,3,168000,5.22530928172586,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,27,-99,-99
547,1982,4,122700,5.088844562727,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,50,-99,-99
548,1982,5,55100,4.74115159885179,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,78,-99,-99
549,1982,6,143700,5.15745676813423,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,3,-99,-99
550,1982,7,43300,4.63648789635337,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,28,-99,-99
551,1982,8,27700,4.44247976906445,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,48,-99,-99
552,1982,9,17200,4.23552844690755,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,67,-99,-99
553,1982,10,19000,4.27875360095283,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,74,48,75583
554,1982,11,27000,4.43136376415899,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,73,-99,-99
555,1982,12,58500,4.76715586608218,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,60,-99,-99
556,1983,1,41400,4.6170003411209,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,76,-99,-99
557,1983,2,99400,4.99738638439731,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,41,-99,-99
558,1983,3,127500,5.10551018476997,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,48,-99,-99
559,1983,4,258800,5.41296427199666,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,4,-99,-99
560,1983,5,148300,5.17114115102838,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,12,-99,-99
561,1983,6,67000,4.82607480270083,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,33,-99,-99
562,1983,7,34300,4.53529412004277,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,48,-99,-99
563,1983,8,18000,4.25527250510331,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,73,-99,-99
564,1983,9,13600,4.13353890837022,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,77,-99,-99
565,1983,10,25800,4.41161970596323,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,55,46,76083
566,1983,11,55200,4.7419390777292,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,46,-99,-99
567,1983,12,168500,5.22659990520736,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,7,-99,-99
568,1984,1,57000,4.75587485567249,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,67,-99,-99
569,1984,2,217800,5.33805787541976,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,2,-99,-99
570,1984,3,146500,5.16583762469013,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,39,-99,-99
571,1984,4,250400,5.39863432453839,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,5,-99,-99
572,1984,5,135800,5.13289976994448,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,19,-99,-99
573,1984,6,79900,4.90254677931399,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,17,-99,-99
574,1984,7,64100,4.80685802951882,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,9,-99,-99
575,1984,8,71300,4.85308952985187,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,8,-99,-99
576,1984,9,27700,4.44247976906445,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,35,-99,-99
577,1984,10,23700,4.3747483460101,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,63,9,108333
578,1984,11,35600,4.55144999797288,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,62,-99,-99
579,1984,12,93900,4.97266559226611,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,33,-99,-99
580,1985,1,62400,4.79518458968242,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,64,-99,-99
581,1985,2,96100,4.98272338766855,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,43,-99,-99
582,1985,3,97300,4.98811284026835,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,72,-99,-99
583,1985,4,87500,4.94200805302231,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,73,-99,-99
584,1985,5,57700,4.76117581315573,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,75,-99,-99
585,1985,6,41700,4.62013605497376,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,64,-99,-99
586,1985,7,26100,4.41664050733828,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,64,-99,-99
587,1985,8,34900,4.54282542695918,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,33,-99,-99
588,1985,9,22700,4.35602585719312,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,50,-99,-99
